TYPE|ID_FULL|DISPLAY|COMMENTS|ID|_GENDER|_REGION|_FORM|_COSTUME|_PURIFIED|POGO_ID_FULL|POGO_ID|POGO_FORM|THESILPHROAD_ID_FULL|TYPE1|TYPE2|ATK|DEF|STA|FAMILY|PARENT|BRANCH|POKEDEX_ID|GEN|REGION|FORM|GENDER|COSTUME|PURIFIED|BABY|LEGENDARY|MYTHICAL|MEGA|_blank|REGIONAL|RELEASED_POKEMON|RELEASED_SHINY|RELEASED_SHADOW|RELEASED_MEGA|RARITY||pokedexId|assetBundleSuffix|assetBundleValue|assetBundleCostume|pokemon_image|pokemon_image_shiny
POGO|HITMONLEE_NORMAL|Hitmonlee (Normal)||HITMONLEE|||||NORMAL|HITMONLEE_NORMAL|HITMONLEE|NORMAL|hitmonlee|FIGHTING||224|181|137|FAMILY_TYROGUE|HITMONLEE|HITMONLEE|106|1|KANTO|||||||||||||RELEASED_SHADOW||EPIC||106||||pokemon_icon_106_00.png|pokemon_icon_106_00_shiny.png
POGO|HITMONLEE_PURIFIED|Hitmonlee (Purified)||HITMONLEE|||||PURIFIED|HITMONLEE_PURIFIED|HITMONLEE|PURIFIED|hitmonlee|FIGHTING||224|181|137|FAMILY_TYROGUE|HITMONLEE|HITMONLEE|106|1|KANTO||||PURIFIED|||||||||RELEASED_SHADOW||EPIC||106||||pokemon_icon_106_00.png|pokemon_icon_106_00_shiny.png
POGO|HITMONLEE_SHADOW|Hitmonlee (Shadow)||HITMONLEE|||||SHADOW|HITMONLEE_SHADOW|HITMONLEE|SHADOW|hitmonlee|FIGHTING||224|181|137|FAMILY_TYROGUE|HITMONLEE|HITMONLEE|106|1|KANTO||||SHADOW|||||||||RELEASED_SHADOW||EPIC||106||||pokemon_icon_106_00.png|pokemon_icon_106_00_shiny.png
POGO|HITMONCHAN_NORMAL|Hitmonchan (Normal)||HITMONCHAN|||||NORMAL|HITMONCHAN_NORMAL|HITMONCHAN|NORMAL|hitmonchan|FIGHTING||193|197|137|FAMILY_TYROGUE|HITMONCHAN|HITMONCHAN|107|1|KANTO|||||||||||||RELEASED_SHADOW||EPIC||107||||pokemon_icon_107_00.png|pokemon_icon_107_00_shiny.png
POGO|HITMONCHAN_PURIFIED|Hitmonchan (Purified)||HITMONCHAN|||||PURIFIED|HITMONCHAN_PURIFIED|HITMONCHAN|PURIFIED|hitmonchan|FIGHTING||193|197|137|FAMILY_TYROGUE|HITMONCHAN|HITMONCHAN|107|1|KANTO||||PURIFIED|||||||||RELEASED_SHADOW||EPIC||107||||pokemon_icon_107_00.png|pokemon_icon_107_00_shiny.png
POGO|HITMONCHAN_SHADOW|Hitmonchan (Shadow)||HITMONCHAN|||||SHADOW|HITMONCHAN_SHADOW|HITMONCHAN|SHADOW|hitmonchan|FIGHTING||193|197|137|FAMILY_TYROGUE|HITMONCHAN|HITMONCHAN|107|1|KANTO||||SHADOW|||||||||RELEASED_SHADOW||EPIC||107||||pokemon_icon_107_00.png|pokemon_icon_107_00_shiny.png
#N/A|LICKITUNG_NORMAL|Lickitung (Normal)||LICKITUNG|||||NORMAL|LICKITUNG_NORMAL|LICKITUNG|NORMAL|lickitung|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|LICKITUNG||108|1|KANTO||||||||||||SHINY|||EPIC||108||||pokemon_icon_108_00.png|pokemon_icon_108_00_shiny.png
#N/A|LICKITUNG_PURIFIED|Lickitung (Purified)||LICKITUNG|||||PURIFIED|LICKITUNG_PURIFIED|LICKITUNG|PURIFIED|lickitung|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|LICKITUNG||108|1|KANTO||||PURIFIED||||||||SHINY|||EPIC||108||||pokemon_icon_108_00.png|pokemon_icon_108_00_shiny.png
#N/A|LICKITUNG_SHADOW|Lickitung (Shadow)||LICKITUNG|||||SHADOW|LICKITUNG_SHADOW|LICKITUNG|SHADOW|lickitung|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|LICKITUNG||108|1|KANTO||||SHADOW||||||||SHINY|||EPIC||108||||pokemon_icon_108_00.png|pokemon_icon_108_00_shiny.png
POGO|KOFFING_NORMAL|Koffing (Normal)||KOFFING|||||NORMAL|KOFFING_NORMAL|KOFFING|NORMAL|koffing|POISON||119|141|120|FAMILY_KOFFING|KOFFING||109|1|KANTO||||||||||||SHINY|RELEASED_SHADOW||RARE||109||||pokemon_icon_109_00.png|pokemon_icon_109_00_shiny.png
POGO|KOFFING_PURIFIED|Koffing (Purified)||KOFFING|||||PURIFIED|KOFFING_PURIFIED|KOFFING|PURIFIED|koffing|POISON||119|141|120|FAMILY_KOFFING|KOFFING||109|1|KANTO||||PURIFIED||||||||SHINY|RELEASED_SHADOW||RARE||109||||pokemon_icon_109_00.png|pokemon_icon_109_00_shiny.png
POGO|KOFFING_SHADOW|Koffing (Shadow)||KOFFING|||||SHADOW|KOFFING_SHADOW|KOFFING|SHADOW|koffing|POISON||119|141|120|FAMILY_KOFFING|KOFFING||109|1|KANTO||||SHADOW||||||||SHINY|RELEASED_SHADOW||RARE||109||||pokemon_icon_109_00.png|pokemon_icon_109_00_shiny.png
POGO|WEEZING_NORMAL|Weezing (Normal)||WEEZING|||||NORMAL|WEEZING_NORMAL|WEEZING|NORMAL|weezing|POISON||174|197|163|FAMILY_KOFFING|KOFFING||110|1|KANTO||||||||||||SHINY|RELEASED_SHADOW||RARE||110||||pokemon_icon_110_00.png|pokemon_icon_110_00_shiny.png
POGO|WEEZING_PURIFIED|Weezing (Purified)||WEEZING|||||PURIFIED|WEEZING_PURIFIED|WEEZING|PURIFIED|weezing|POISON||174|197|163|FAMILY_KOFFING|KOFFING||110|1|KANTO||||PURIFIED||||||||SHINY|RELEASED_SHADOW||RARE||110||||pokemon_icon_110_00.png|pokemon_icon_110_00_shiny.png
POGO|WEEZING_SHADOW|Weezing (Shadow)||WEEZING|||||SHADOW|WEEZING_SHADOW|WEEZING|SHADOW|weezing|POISON||174|197|163|FAMILY_KOFFING|KOFFING||110|1|KANTO||||SHADOW||||||||SHINY|RELEASED_SHADOW||RARE||110||||pokemon_icon_110_00.png|pokemon_icon_110_00_shiny.png
POGO|RHYHORN_NORMAL|Rhyhorn (Normal)||RHYHORN|||||NORMAL|RHYHORN_NORMAL|RHYHORN|NORMAL|rhyhorn|GROUND|ROCK|140|127|190|FAMILY_RHYHORN|RHYHORN||111|1|KANTO||||||||||||SHINY|||RARE||111||||pokemon_icon_111_00.png|pokemon_icon_111_00_shiny.png
POGO|RHYHORN_PURIFIED|Rhyhorn (Purified)||RHYHORN|||||PURIFIED|RHYHORN_PURIFIED|RHYHORN|PURIFIED|rhyhorn|GROUND|ROCK|140|127|190|FAMILY_RHYHORN|RHYHORN||111|1|KANTO||||PURIFIED||||||||SHINY|||RARE||111||||pokemon_icon_111_00.png|pokemon_icon_111_00_shiny.png
POGO|RHYHORN_SHADOW|Rhyhorn (Shadow)||RHYHORN|||||SHADOW|RHYHORN_SHADOW|RHYHORN|SHADOW|rhyhorn|GROUND|ROCK|140|127|190|FAMILY_RHYHORN|RHYHORN||111|1|KANTO||||SHADOW||||||||SHINY|||RARE||111||||pokemon_icon_111_00.png|pokemon_icon_111_00_shiny.png
POGO|RHYDON_NORMAL|Rhydon (Normal)||RHYDON|||||NORMAL|RHYDON_NORMAL|RHYDON|NORMAL|rhydon|GROUND|ROCK|222|171|233|FAMILY_RHYHORN|RHYHORN||112|1|KANTO||||||||||||SHINY|||RARE||112||||pokemon_icon_112_00.png|pokemon_icon_112_00_shiny.png
POGO|RHYDON_PURIFIED|Rhydon (Purified)||RHYDON|||||PURIFIED|RHYDON_PURIFIED|RHYDON|PURIFIED|rhydon|GROUND|ROCK|222|171|233|FAMILY_RHYHORN|RHYHORN||112|1|KANTO||||PURIFIED||||||||SHINY|||RARE||112||||pokemon_icon_112_00.png|pokemon_icon_112_00_shiny.png
POGO|RHYDON_SHADOW|Rhydon (Shadow)||RHYDON|||||SHADOW|RHYDON_SHADOW|RHYDON|SHADOW|rhydon|GROUND|ROCK|222|171|233|FAMILY_RHYHORN|RHYHORN||112|1|KANTO||||SHADOW||||||||SHINY|||RARE||112||||pokemon_icon_112_00.png|pokemon_icon_112_00_shiny.png
#N/A|CHANSEY_NORMAL|Chansey (Normal)||CHANSEY|||||NORMAL|CHANSEY_NORMAL|CHANSEY|NORMAL|chansey|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|CHANSEY||113|1|KANTO||||||||||||SHINY|||EPIC||113||||pokemon_icon_113_00.png|pokemon_icon_113_00_shiny.png
#N/A|CHANSEY_PURIFIED|Chansey (Purified)||CHANSEY|||||PURIFIED|CHANSEY_PURIFIED|CHANSEY|PURIFIED|chansey|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|CHANSEY||113|1|KANTO||||PURIFIED||||||||SHINY|||EPIC||113||||pokemon_icon_113_00.png|pokemon_icon_113_00_shiny.png
#N/A|CHANSEY_SHADOW|Chansey (Shadow)||CHANSEY|||||SHADOW|CHANSEY_SHADOW|CHANSEY|SHADOW|chansey|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|CHANSEY||113|1|KANTO||||SHADOW||||||||SHINY|||EPIC||113||||pokemon_icon_113_00.png|pokemon_icon_113_00_shiny.png
#N/A|TANGELA_NORMAL|Tangela (Normal)||TANGELA|||||NORMAL|TANGELA_NORMAL|TANGELA|NORMAL|tangela|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TANGELA||114|1|KANTO||||||||||||SHINY|||EPIC||114||||pokemon_icon_114_00.png|pokemon_icon_114_00_shiny.png
#N/A|TANGELA_PURIFIED|Tangela (Purified)||TANGELA|||||PURIFIED|TANGELA_PURIFIED|TANGELA|PURIFIED|tangela|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TANGELA||114|1|KANTO||||PURIFIED||||||||SHINY|||EPIC||114||||pokemon_icon_114_00.png|pokemon_icon_114_00_shiny.png
#N/A|TANGELA_SHADOW|Tangela (Shadow)||TANGELA|||||SHADOW|TANGELA_SHADOW|TANGELA|SHADOW|tangela|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TANGELA||114|1|KANTO||||SHADOW||||||||SHINY|||EPIC||114||||pokemon_icon_114_00.png|pokemon_icon_114_00_shiny.png
POGO|KANGASKHAN_NORMAL|Kangaskhan (Normal)||KANGASKHAN|||||NORMAL|KANGASKHAN_NORMAL|KANGASKHAN|NORMAL|kangaskhan|NORMAL||181|165|233|FAMILY_KANGASKHAN|KANGASKHAN||115|1|KANTO||||||||||AUSTRALASIA||SHINY|||REGIONAL||115||||pokemon_icon_115_00.png|pokemon_icon_115_00_shiny.png
POGO|KANGASKHAN_PURIFIED|Kangaskhan (Purified)||KANGASKHAN|||||PURIFIED|KANGASKHAN_PURIFIED|KANGASKHAN|PURIFIED|kangaskhan|NORMAL||181|165|233|FAMILY_KANGASKHAN|KANGASKHAN||115|1|KANTO||||PURIFIED||||||AUSTRALASIA||SHINY|||REGIONAL||115||||pokemon_icon_115_00.png|pokemon_icon_115_00_shiny.png
POGO|KANGASKHAN_SHADOW|Kangaskhan (Shadow)||KANGASKHAN|||||SHADOW|KANGASKHAN_SHADOW|KANGASKHAN|SHADOW|kangaskhan|NORMAL||181|165|233|FAMILY_KANGASKHAN|KANGASKHAN||115|1|KANTO||||SHADOW||||||AUSTRALASIA||SHINY|||REGIONAL||115||||pokemon_icon_115_00.png|pokemon_icon_115_00_shiny.png
#N/A|HORSEA_NORMAL|Horsea (Normal)||HORSEA|||||NORMAL|HORSEA_NORMAL|HORSEA|NORMAL|horsea|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|HORSEA||116|1|KANTO||||||||||||SHINY|||EPIC||116||||pokemon_icon_116_00.png|pokemon_icon_116_00_shiny.png
#N/A|HORSEA_PURIFIED|Horsea (Purified)||HORSEA|||||PURIFIED|HORSEA_PURIFIED|HORSEA|PURIFIED|horsea|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|HORSEA||116|1|KANTO||||PURIFIED||||||||SHINY|||EPIC||116||||pokemon_icon_116_00.png|pokemon_icon_116_00_shiny.png
#N/A|HORSEA_SHADOW|Horsea (Shadow)||HORSEA|||||SHADOW|HORSEA_SHADOW|HORSEA|SHADOW|horsea|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|HORSEA||116|1|KANTO||||SHADOW||||||||SHINY|||EPIC||116||||pokemon_icon_116_00.png|pokemon_icon_116_00_shiny.png
#N/A|SEADRA_NORMAL|Seadra (Normal)||SEADRA|||||NORMAL|SEADRA_NORMAL|SEADRA|NORMAL|seadra|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|HORSEA||117|1|KANTO||||||||||||SHINY|||EPIC||117||||pokemon_icon_117_00.png|pokemon_icon_117_00_shiny.png
#N/A|SEADRA_PURIFIED|Seadra (Purified)||SEADRA|||||PURIFIED|SEADRA_PURIFIED|SEADRA|PURIFIED|seadra|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|HORSEA||117|1|KANTO||||PURIFIED||||||||SHINY|||EPIC||117||||pokemon_icon_117_00.png|pokemon_icon_117_00_shiny.png
#N/A|SEADRA_SHADOW|Seadra (Shadow)||SEADRA|||||SHADOW|SEADRA_SHADOW|SEADRA|SHADOW|seadra|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|HORSEA||117|1|KANTO||||SHADOW||||||||SHINY|||EPIC||117||||pokemon_icon_117_00.png|pokemon_icon_117_00_shiny.png
#N/A|GOLDEEN_NORMAL|Goldeen (Normal)||GOLDEEN|||||NORMAL|GOLDEEN_NORMAL|GOLDEEN|NORMAL|goldeen|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|GOLDEEN||118|1|KANTO|||||||||||||||EPIC||118||||pokemon_icon_118_00.png|pokemon_icon_118_00_shiny.png
#N/A|GOLDEEN_PURIFIED|Goldeen (Purified)||GOLDEEN|||||PURIFIED|GOLDEEN_PURIFIED|GOLDEEN|PURIFIED|goldeen|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|GOLDEEN||118|1|KANTO||||PURIFIED|||||||||||EPIC||118||||pokemon_icon_118_00.png|pokemon_icon_118_00_shiny.png
#N/A|GOLDEEN_SHADOW|Goldeen (Shadow)||GOLDEEN|||||SHADOW|GOLDEEN_SHADOW|GOLDEEN|SHADOW|goldeen|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|GOLDEEN||118|1|KANTO||||SHADOW|||||||||||EPIC||118||||pokemon_icon_118_00.png|pokemon_icon_118_00_shiny.png
#N/A|SEAKING_NORMAL|Seaking (Normal)||SEAKING|||||NORMAL|SEAKING_NORMAL|SEAKING|NORMAL|seaking|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|GOLDEEN||119|1|KANTO|||||||||||||||EPIC||119||||pokemon_icon_119_00.png|pokemon_icon_119_00_shiny.png
#N/A|SEAKING_PURIFIED|Seaking (Purified)||SEAKING|||||PURIFIED|SEAKING_PURIFIED|SEAKING|PURIFIED|seaking|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|GOLDEEN||119|1|KANTO||||PURIFIED|||||||||||EPIC||119||||pokemon_icon_119_00.png|pokemon_icon_119_00_shiny.png
#N/A|SEAKING_SHADOW|Seaking (Shadow)||SEAKING|||||SHADOW|SEAKING_SHADOW|SEAKING|SHADOW|seaking|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|GOLDEEN||119|1|KANTO||||SHADOW|||||||||||EPIC||119||||pokemon_icon_119_00.png|pokemon_icon_119_00_shiny.png
#N/A|STARYU_NORMAL|Staryu (Normal)||STARYU|||||NORMAL|STARYU_NORMAL|STARYU|NORMAL|staryu|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|STARYU||120|1|KANTO||||||||||||SHINY|||EPIC||120||||pokemon_icon_120_00.png|pokemon_icon_120_00_shiny.png
#N/A|STARYU_PURIFIED|Staryu (Purified)||STARYU|||||PURIFIED|STARYU_PURIFIED|STARYU|PURIFIED|staryu|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|STARYU||120|1|KANTO||||PURIFIED||||||||SHINY|||EPIC||120||||pokemon_icon_120_00.png|pokemon_icon_120_00_shiny.png
#N/A|STARYU_SHADOW|Staryu (Shadow)||STARYU|||||SHADOW|STARYU_SHADOW|STARYU|SHADOW|staryu|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|STARYU||120|1|KANTO||||SHADOW||||||||SHINY|||EPIC||120||||pokemon_icon_120_00.png|pokemon_icon_120_00_shiny.png
#N/A|STARMIE_NORMAL|Starmie (Normal)||STARMIE|||||NORMAL|STARMIE_NORMAL|STARMIE|NORMAL|starmie|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|STARYU||121|1|KANTO||||||||||||SHINY|||EPIC||121||||pokemon_icon_121_00.png|pokemon_icon_121_00_shiny.png
#N/A|STARMIE_PURIFIED|Starmie (Purified)||STARMIE|||||PURIFIED|STARMIE_PURIFIED|STARMIE|PURIFIED|starmie|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|STARYU||121|1|KANTO||||PURIFIED||||||||SHINY|||EPIC||121||||pokemon_icon_121_00.png|pokemon_icon_121_00_shiny.png
#N/A|STARMIE_SHADOW|Starmie (Shadow)||STARMIE|||||SHADOW|STARMIE_SHADOW|STARMIE|SHADOW|starmie|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|STARYU||121|1|KANTO||||SHADOW||||||||SHINY|||EPIC||121||||pokemon_icon_121_00.png|pokemon_icon_121_00_shiny.png
#N/A|MR_MIME_NORMAL|Mr. Mime (Normal)||MR_MIME|||||NORMAL|MR_MIME_NORMAL|MR_MIME|NORMAL|mr-mime|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|MR_MIME||122|1|KANTO||||||||||EUROPE||SHINY|||REGIONAL||122||||pokemon_icon_122_00.png|pokemon_icon_122_00_shiny.png
#N/A|MR_MIME_PURIFIED|Mr. Mime (Purified)||MR_MIME|||||PURIFIED|MR_MIME_PURIFIED|MR_MIME|PURIFIED|mr-mime|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|MR_MIME||122|1|KANTO||||PURIFIED||||||EUROPE||SHINY|||REGIONAL||122||||pokemon_icon_122_00.png|pokemon_icon_122_00_shiny.png
#N/A|MR_MIME_SHADOW|Mr. Mime (Shadow)||MR_MIME|||||SHADOW|MR_MIME_SHADOW|MR_MIME|SHADOW|mr-mime|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|MR_MIME||122|1|KANTO||||SHADOW||||||EUROPE||SHINY|||REGIONAL||122||||pokemon_icon_122_00.png|pokemon_icon_122_00_shiny.png
POGO|SCYTHER_NORMAL|Scyther (Normal)||SCYTHER|||||NORMAL|SCYTHER_NORMAL|SCYTHER|NORMAL|scyther|BUG|FLYING|218|170|172|FAMILY_SCYTHER|SCYTHER||123|1|KANTO||||||||||||SHINY|RELEASED_SHADOW||EPIC||123||||pokemon_icon_123_00.png|pokemon_icon_123_00_shiny.png
POGO|SCYTHER_PURIFIED|Scyther (Purified)||SCYTHER|||||PURIFIED|SCYTHER_PURIFIED|SCYTHER|PURIFIED|scyther|BUG|FLYING|218|170|172|FAMILY_SCYTHER|SCYTHER||123|1|KANTO||||PURIFIED||||||||SHINY|RELEASED_SHADOW||EPIC||123||||pokemon_icon_123_00.png|pokemon_icon_123_00_shiny.png
POGO|SCYTHER_SHADOW|Scyther (Shadow)||SCYTHER|||||SHADOW|SCYTHER_SHADOW|SCYTHER|SHADOW|scyther|BUG|FLYING|218|170|172|FAMILY_SCYTHER|SCYTHER||123|1|KANTO||||SHADOW||||||||SHINY|RELEASED_SHADOW||EPIC||123||||pokemon_icon_123_00.png|pokemon_icon_123_00_shiny.png
#N/A|JYNX_NORMAL|Jynx (Normal)||JYNX|||||NORMAL|JYNX_NORMAL|JYNX|NORMAL|jynx|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|JYNX||124|1|KANTO||||||||||||SHINY|||EPIC||124||||pokemon_icon_124_00.png|pokemon_icon_124_00_shiny.png
#N/A|JYNX_PURIFIED|Jynx (Purified)||JYNX|||||PURIFIED|JYNX_PURIFIED|JYNX|PURIFIED|jynx|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|JYNX||124|1|KANTO||||PURIFIED||||||||SHINY|||EPIC||124||||pokemon_icon_124_00.png|pokemon_icon_124_00_shiny.png
#N/A|JYNX_SHADOW|Jynx (Shadow)||JYNX|||||SHADOW|JYNX_SHADOW|JYNX|SHADOW|jynx|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|JYNX||124|1|KANTO||||SHADOW||||||||SHINY|||EPIC||124||||pokemon_icon_124_00.png|pokemon_icon_124_00_shiny.png
POGO|ELECTABUZZ_NORMAL|Electabuzz (Normal)||ELECTABUZZ|||||NORMAL|ELECTABUZZ_NORMAL|ELECTABUZZ|NORMAL|electabuzz|ELECTRIC||198|158|163|FAMILY_ELECTABUZZ|ELECTABUZZ||125|1|KANTO||||||||||||SHINY|RELEASED_SHADOW||EPIC||125||||pokemon_icon_125_00.png|pokemon_icon_125_00_shiny.png
POGO|ELECTABUZZ_PURIFIED|Electabuzz (Purified)||ELECTABUZZ|||||PURIFIED|ELECTABUZZ_PURIFIED|ELECTABUZZ|PURIFIED|electabuzz|ELECTRIC||198|158|163|FAMILY_ELECTABUZZ|ELECTABUZZ||125|1|KANTO||||PURIFIED||||||||SHINY|RELEASED_SHADOW||EPIC||125||||pokemon_icon_125_00.png|pokemon_icon_125_00_shiny.png
POGO|ELECTABUZZ_SHADOW|Electabuzz (Shadow)||ELECTABUZZ|||||SHADOW|ELECTABUZZ_SHADOW|ELECTABUZZ|SHADOW|electabuzz|ELECTRIC||198|158|163|FAMILY_ELECTABUZZ|ELECTABUZZ||125|1|KANTO||||SHADOW||||||||SHINY|RELEASED_SHADOW||EPIC||125||||pokemon_icon_125_00.png|pokemon_icon_125_00_shiny.png
POGO|MAGMAR_NORMAL|Magmar (Normal)||MAGMAR|||||NORMAL|MAGMAR_NORMAL|MAGMAR|NORMAL|magmar|FIRE||206|154|163|FAMILY_MAGMAR|MAGMAR||126|1|KANTO||||||||||||SHINY|RELEASED_SHADOW||EPIC||126||||pokemon_icon_126_00.png|pokemon_icon_126_00_shiny.png
POGO|MAGMAR_PURIFIED|Magmar (Purified)||MAGMAR|||||PURIFIED|MAGMAR_PURIFIED|MAGMAR|PURIFIED|magmar|FIRE||206|154|163|FAMILY_MAGMAR|MAGMAR||126|1|KANTO||||PURIFIED||||||||SHINY|RELEASED_SHADOW||EPIC||126||||pokemon_icon_126_00.png|pokemon_icon_126_00_shiny.png
POGO|MAGMAR_SHADOW|Magmar (Shadow)||MAGMAR|||||SHADOW|MAGMAR_SHADOW|MAGMAR|SHADOW|magmar|FIRE||206|154|163|FAMILY_MAGMAR|MAGMAR||126|1|KANTO||||SHADOW||||||||SHINY|RELEASED_SHADOW||EPIC||126||||pokemon_icon_126_00.png|pokemon_icon_126_00_shiny.png
POGO|PINSIR_NORMAL|Pinsir (Normal)||PINSIR|||||NORMAL|PINSIR_NORMAL|PINSIR|NORMAL|pinsir|BUG||238|182|163|FAMILY_PINSIR|PINSIR||127|1|KANTO||||||||||||SHINY|RELEASED_SHADOW||EPIC||127||||pokemon_icon_127_00.png|pokemon_icon_127_00_shiny.png
POGO|PINSIR_PURIFIED|Pinsir (Purified)||PINSIR|||||PURIFIED|PINSIR_PURIFIED|PINSIR|PURIFIED|pinsir|BUG||238|182|163|FAMILY_PINSIR|PINSIR||127|1|KANTO||||PURIFIED||||||||SHINY|RELEASED_SHADOW||EPIC||127||||pokemon_icon_127_00.png|pokemon_icon_127_00_shiny.png
POGO|PINSIR_SHADOW|Pinsir (Shadow)||PINSIR|||||SHADOW|PINSIR_SHADOW|PINSIR|SHADOW|pinsir|BUG||238|182|163|FAMILY_PINSIR|PINSIR||127|1|KANTO||||SHADOW||||||||SHINY|RELEASED_SHADOW||EPIC||127||||pokemon_icon_127_00.png|pokemon_icon_127_00_shiny.png
#N/A|TAUROS_NORMAL|Tauros (Normal)||TAUROS|||||NORMAL|TAUROS_NORMAL|TAUROS|NORMAL|tauros|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TAUROS||128|1|KANTO||||||||||NORTH_AMERICA||SHINY|||REGIONAL||128||||pokemon_icon_128_00.png|pokemon_icon_128_00_shiny.png
#N/A|TAUROS_PURIFIED|Tauros (Purified)||TAUROS|||||PURIFIED|TAUROS_PURIFIED|TAUROS|PURIFIED|tauros|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TAUROS||128|1|KANTO||||PURIFIED||||||NORTH_AMERICA||SHINY|||REGIONAL||128||||pokemon_icon_128_00.png|pokemon_icon_128_00_shiny.png
#N/A|TAUROS_SHADOW|Tauros (Shadow)||TAUROS|||||SHADOW|TAUROS_SHADOW|TAUROS|SHADOW|tauros|#N/A|#N/A|#N/A|#N/A|#N/A|#N/A|TAUROS||128|1|KANTO||||SHADOW||||||NORTH_AMERICA||SHINY|||REGIONAL||128||||pokemon_icon_128_00.png|pokemon_icon_128_00_shiny.png
POGO|MAGIKARP_NORMAL|Magikarp (Normal)||MAGIKARP|||||NORMAL|MAGIKARP_NORMAL|MAGIKARP|NORMAL|magikarp|WATER||29|85|85|FAMILY_MAGIKARP|MAGIKARP||129|1|KANTO||||||||||||SHINY|RELEASED_SHADOW||COMMON||129||||pokemon_icon_129_00.png|pokemon_icon_129_00_shiny.png
POGO|MAGIKARP_PURIFIED|Magikarp (Purified)||MAGIKARP|||||PURIFIED|MAGIKARP_PURIFIED|MAGIKARP|PURIFIED|magikarp|WATER||29|85|85|FAMILY_MAGIKARP|MAGIKARP||129|1|KANTO||||PURIFIED||||||||SHINY|RELEASED_SHADOW||COMMON||129||||pokemon_icon_129_00.png|pokemon_icon_129_00_shiny.png
POGO|MAGIKARP_SHADOW|Magikarp (Shadow)||MAGIKARP|||||SHADOW|MAGIKARP_SHADOW|MAGIKARP|SHADOW|magikarp|WATER||29|85|85|FAMILY_MAGIKARP|MAGIKARP||129|1|KANTO||||SHADOW||||||||SHINY|RELEASED_SHADOW||COMMON||129||||pokemon_icon_129_00.png|pokemon_icon_129_00_shiny.png
POGO|GYARADOS_NORMAL|Gyarados (Normal)||GYARADOS|||||NORMAL|GYARADOS_NORMAL|GYARADOS|NORMAL|gyarados|WATER|FLYING|237|186|216|FAMILY_MAGIKARP|MAGIKARP||130|1|KANTO||||||||||||SHINY|RELEASED_SHADOW||EPIC||130||||pokemon_icon_130_00.png|pokemon_icon_130_00_shiny.png
POGO|GYARADOS_PURIFIED|Gyarados (Purified)||GYARADOS|||||PURIFIED|GYARADOS_PURIFIED|GYARADOS|PURIFIED|gyarados|WATER|FLYING|237|186|216|FAMILY_MAGIKARP|MAGIKARP||130|1|KANTO||||PURIFIED||||||||SHINY|RELEASED_SHADOW||EPIC||130||||pokemon_icon_130_00.png|pokemon_icon_130_00_shiny.png
POGO|GYARADOS_SHADOW|Gyarados (Shadow)||GYARADOS|||||SHADOW|GYARADOS_SHADOW|GYARADOS|SHADOW|gyarados|WATER|FLYING|237|186|216|FAMILY_MAGIKARP|MAGIKARP||130|1|KANTO||||SHADOW||||||||SHINY|RELEASED_SHADOW||EPIC||130||||pokemon_icon_130_00.png|pokemon_icon_130_00_shiny.png
POGO|LAPRAS_NORMAL|Lapras (Normal)||LAPRAS|||||NORMAL|LAPRAS_NORMAL|LAPRAS|NORMAL|lapras|WATER|ICE|165|174|277|FAMILY_LAPRAS|LAPRAS||131|1|KANTO||||||||||||SHINY|RELEASED_SHADOW||EPIC||131||||pokemon_icon_131_00.png|pokemon_icon_131_00_shiny.png
