|ID||POKEMON|CP|LVL|STATE|SHINY|LUCKY|%|ATK|DEF|STA|MOVE1|MOVE2|MOVE3|MEGA_EVOLVED|COSTUME|LEGENDARY|MYTHICAL|PURIFIED|BABY
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
116|||||||||||||||-|-|||||
